a.zip_code,a.ucr_offense_description,a.watch,a.est,_c4
75201,FOUND PROPERTY,1,2086,36
75201,FORGERY & COUNTERFEIT,U,2086,1
75201,FORGERY & COUNTERFEIT,3,2086,6
75201,FORGERY & COUNTERFEIT,2,2086,7
75201,FORGERY & COUNTERFEIT,1,2086,2
75201,FIREARMS ACCIDENT,3,2086,2
75201,EMBEZZLEMENT,U,2086,12
75201,EMBEZZLEMENT,3,2086,7
75201,EMBEZZLEMENT,2,2086,2
75201,EMBEZZLEMENT,1,2086,3
75201,DWI,3,2086,6
75201,DWI,2,2086,1
75201,DWI,1,2086,20
75201,DISORDERLY CONDUCT,U,2086,11
75201,DISORDERLY CONDUCT,3,2086,2
75201,DISORDERLY CONDUCT,2,2086,9
75201,DISORDERLY CONDUCT,1,2086,3
75201,CRIMINAL MISCHIEF/VANDALISM,U,2086,47
75201,CRIMINAL MISCHIEF/VANDALISM,3,2086,61
75201,CRIMINAL MISCHIEF/VANDALISM,2,2086,68
75201,CRIMINAL MISCHIEF/VANDALISM,1,2086,83
75201,CHILD (OFFENSES AGAINST),3,2086,1
75201,CHILD (OFFENSES AGAINST),2,2086,2
75201,BURGLARY,U,2086,45
75201,BURGLARY,3,2086,24
75201,BURGLARY,2,2086,23
75201,BURGLARY,1,2086,50
75201,AUTO THEFT - UUMV,U,2086,23
75201,AUTO THEFT - UUMV,3,2086,27
75201,AUTO THEFT - UUMV,2,2086,42
75201,AUTO THEFT - UUMV,1,2086,42
75201,ASSAULT,U,2086,1
75201,ASSAULT,3,2086,61
75201,ASSAULT,2,2086,57
75201,ASSAULT,1,2086,38
75201,ARSON,2,2086,2
75201,ARSON,1,2086,1
75006,THEFT,3,2044,2
75006,THEFT,U,2044,1
75006,BURGLARY,1,2044,1
75006,BURGLARY,2,2044,1
75074,LOST PROPERTY,3,1882,1
75074,FOUND PROPERTY,2,1882,1
75074,FOUND PROPERTY,U,1882,1
75080,MOTOR VEHICLE ACCIDENT,U,1685,1
75080,FOUND PROPERTY,3,1685,1
75080,CRIMINAL MISCHIEF/VANDALISM,1,1685,1
75080,BURGLARY,3,1685,1
75080,BURGLARY,1,1685,2
75080,THEFT,1,1685,1
75080,OTHER OFFENSES,3,1685,1
75229,EMBEZZLEMENT,1,1669,4
75229,EMBEZZLEMENT,3,1669,4
75229,EMBEZZLEMENT,U,1669,24
75229,FIREARMS ACCIDENT,1,1669,1
75229,FIREARMS ACCIDENT,3,1669,1
75229,FORGERY & COUNTERFEIT,1,1669,4
75229,FORGERY & COUNTERFEIT,2,1669,15
75229,FORGERY & COUNTERFEIT,3,1669,7
75229,FORGERY & COUNTERFEIT,U,1669,4
75229,EMBEZZLEMENT,2,1669,12
75229,WEAPONS,3,1669,1
75229,TRAFFIC FATALITY,2,1669,1
75229,TRAFFIC FATALITY,1,1669,2
75229,THEFT,U,1669,145
75229,THEFT,3,1669,221
75229,THEFT,2,1669,275
75229,THEFT,1,1669,373
75229,SUDDEN DEATH,U,1669,1
75229,SUDDEN DEATH,3,1669,4
75229,SUDDEN DEATH,2,1669,13
75229,SUDDEN DEATH,1,1669,11
75229,ROBBERY,U,1669,1
75229,ROBBERY,3,1669,36
75229,ROBBERY,2,1669,32
75229,ROBBERY,1,1669,45
75229,OTHER OFFENSES,U,1669,1
75229,OTHER OFFENSES,3,1669,15
75229,OTHER OFFENSES,2,1669,19
75229,OTHER OFFENSES,1,1669,10
75229,OCCUPATIONAL ACCIDENT,1,1669,1
75229,NARCOTICS/DRUGS,3,1669,6
75229,NARCOTICS/DRUGS,1,1669,4
75229,MURDER,3,1669,1
75229,MURDER,1,1669,1
75229,MOTOR VEHICLE ACCIDENT,U,1669,5
75229,MOTOR VEHICLE ACCIDENT,3,1669,138
75229,MOTOR VEHICLE ACCIDENT,2,1669,105
75229,MOTOR VEHICLE ACCIDENT,1,1669,49
75229,LOST PROPERTY,U,1669,7
75229,LOST PROPERTY,3,1669,6
75229,LOST PROPERTY,2,1669,10
75229,LOST PROPERTY,1,1669,6
75229,HOME ACCIDENT,3,1669,7
75229,HOME ACCIDENT,2,1669,1
75229,HOME ACCIDENT,1,1669,2
75229,FRAUD,U,1669,15
75229,FRAUD,3,1669,9
75229,FRAUD,2,1669,10
75229,FRAUD,1,1669,7
75229,FOUND PROPERTY,U,1669,48
75229,FOUND PROPERTY,3,1669,83
75229,FOUND PROPERTY,2,1669,114
75229,FOUND PROPERTY,1,1669,129
75229,ACCIDENTAL INJURY,1,1669,15
75229,ACCIDENTAL INJURY,2,1669,13
75229,ACCIDENTAL INJURY,3,1669,16
75229,AGGRAVATED ASSAULT,1,1669,8
75229,AGGRAVATED ASSAULT,2,1669,5
75229,AGGRAVATED ASSAULT,3,1669,24
75229,ANIMAL BITE,2,1669,2
75229,ANIMAL BITE,3,1669,2
75229,ANIMAL BITE,U,1669,1
75229,ARSON,1,1669,5
75229,ARSON,3,1669,2
75229,ASSAULT,1,1669,19
75229,ASSAULT,2,1669,37
75229,ASSAULT,3,1669,50
75229,ASSAULT,U,1669,3
75229,AUTO THEFT - UUMV,1,1669,104
75229,AUTO THEFT - UUMV,2,1669,64
75229,AUTO THEFT - UUMV,3,1669,60
75229,AUTO THEFT - UUMV,U,1669,57
75229,BURGLARY,1,1669,166
75229,BURGLARY,2,1669,169
75229,BURGLARY,3,1669,53
75229,BURGLARY,U,1669,104
75229,CHILD (OFFENSES AGAINST),2,1669,1
75229,CRIMINAL MISCHIEF/VANDALISM,1,1669,126
75229,CRIMINAL MISCHIEF/VANDALISM,2,1669,59
75229,CRIMINAL MISCHIEF/VANDALISM,3,1669,79
75229,CRIMINAL MISCHIEF/VANDALISM,U,1669,56
75229,DISORDERLY CONDUCT,1,1669,1
75229,DISORDERLY CONDUCT,2,1669,8
75229,DISORDERLY CONDUCT,3,1669,4
75229,DISORDERLY CONDUCT,U,1669,7
75229,DWI,1,1669,6
75229,DWI,3,1669,4
75001,FOUND PROPERTY,U,1663,1
75001,LOST PROPERTY,1,1663,1
75081,ASSAULT,3,1662,1
75081,FORGERY & COUNTERFEIT,3,1662,1
75081,THEFT,2,1662,1
75024,THEFT,3,1661,1
75240,LOST PROPERTY,2,1634,12
75240,HOME ACCIDENT,3,1634,5
75240,HOME ACCIDENT,2,1634,6
75240,HOME ACCIDENT,1,1634,6
75240,FRAUD,U,1634,13
75240,FRAUD,3,1634,2
75240,FOUND PROPERTY,U,1634,26
75240,FOUND PROPERTY,3,1634,65
75240,FOUND PROPERTY,2,1634,78
75240,FOUND PROPERTY,1,1634,65
75240,FORGERY & COUNTERFEIT,U,1634,1
75240,FORGERY & COUNTERFEIT,3,1634,9
75240,FORGERY & COUNTERFEIT,2,1634,7
75240,FORGERY & COUNTERFEIT,1,1634,1
75240,EMBEZZLEMENT,U,1634,19
75240,EMBEZZLEMENT,3,1634,11
75240,EMBEZZLEMENT,2,1634,6
75240,EMBEZZLEMENT,1,1634,4
75240,DWI,3,1634,3
75240,DWI,2,1634,1
75240,DWI,1,1634,6
75240,DISORDERLY CONDUCT,U,1634,8
75240,DISORDERLY CONDUCT,3,1634,6
75240,DISORDERLY CONDUCT,2,1634,12
75240,DISORDERLY CONDUCT,1,1634,3
75240,CRIMINAL MISCHIEF/VANDALISM,U,1634,42
75240,CRIMINAL MISCHIEF/VANDALISM,3,1634,149
75240,CRIMINAL MISCHIEF/VANDALISM,2,1634,108
75240,CRIMINAL MISCHIEF/VANDALISM,1,1634,176
75240,CHILD (OFFENSES AGAINST),3,1634,1
75240,CHILD (OFFENSES AGAINST),1,1634,1
75240,BURGLARY,U,1634,53
75240,BURGLARY,3,1634,23
75240,BURGLARY,2,1634,126
75240,BURGLARY,1,1634,78
75240,AUTO THEFT - UUMV,U,1634,19
75240,AUTO THEFT - UUMV,3,1634,33
75240,AUTO THEFT - UUMV,2,1634,28
75240,AUTO THEFT - UUMV,1,1634,102
75240,ASSAULT,3,1634,44
75240,ASSAULT,2,1634,31
75240,ASSAULT,1,1634,8
75240,ARSON,2,1634,1
75240,ARSON,1,1634,2
75240,ANIMAL BITE,3,1634,1
75240,ANIMAL BITE,2,1634,2
75240,AGGRAVATED ASSAULT,U,1634,1
75240,AGGRAVATED ASSAULT,3,1634,11
75240,AGGRAVATED ASSAULT,2,1634,4
75240,AGGRAVATED ASSAULT,1,1634,6
75240,ACCIDENTAL INJURY,3,1634,15
75240,ACCIDENTAL INJURY,2,1634,8
75240,ACCIDENTAL INJURY,1,1634,5
75240,'FRAUD,U,1634,1
75240,FRAUD,2,1634,10
75240,FRAUD,1,1634,2
75240,LOST PROPERTY,1,1634,2
75240,WEAPONS,3,1634,1
75240,WEAPONS,2,1634,1
75240,TRAFFIC FATALITY,3,1634,1
75240,TRAFFIC FATALITY,1,1634,1
75240,THEFT,U,1634,121
75240,THEFT,3,1634,312
75240,THEFT,2,1634,287
75240,THEFT,1,1634,334
75240,SUDDEN DEATH,U,1634,7
75240,SUDDEN DEATH,3,1634,1
75240,SUDDEN DEATH,2,1634,5
75240,SUDDEN DEATH,1,1634,8
75240,ROBBERY,U,1634,1
75240,ROBBERY,3,1634,51
75240,ROBBERY,2,1634,23
75240,ROBBERY,1,1634,23
75240,OTHER OFFENSES,U,1634,1
75240,OTHER OFFENSES,3,1634,14
75240,OTHER OFFENSES,2,1634,25
75240,OTHER OFFENSES,1,1634,6
75240,NARCOTICS/DRUGS,3,1634,9
75240,NARCOTICS/DRUGS,2,1634,4
75240,NARCOTICS/DRUGS,1,1634,4
75240,MURDER,2,1634,1
75240,MURDER,1,1634,1
75240,MOTOR VEHICLE ACCIDENT,U,1634,4
75240,MOTOR VEHICLE ACCIDENT,3,1634,122
75240,MOTOR VEHICLE ACCIDENT,2,1634,144
75240,MOTOR VEHICLE ACCIDENT,1,1634,49
75240,LOST PROPERTY,U,1634,8
75240,LOST PROPERTY,3,1634,11
75225,ACCIDENTAL INJURY,2,1624,2
75225,ACCIDENTAL INJURY,3,1624,6
75225,AGGRAVATED ASSAULT,3,1624,2
75225,ARSON,1,1624,1
75225,ARSON,2,1624,2
75225,ARSON,3,1624,1
75225,ASSAULT,1,1624,1
75225,ASSAULT,2,1624,10
75225,ASSAULT,3,1624,10
75225,ASSAULT,U,1624,1
75225,AUTO THEFT - UUMV,1,1624,13
75225,AUTO THEFT - UUMV,2,1624,20
75225,AUTO THEFT - UUMV,3,1624,23
75225,AUTO THEFT - UUMV,U,1624,2
75225,BURGLARY,1,1624,32
75225,THEFT,U,1624,44
75225,THEFT,3,1624,253
75225,THEFT,2,1624,252
75225,THEFT,1,1624,78
75225,SUDDEN DEATH,U,1624,2
75225,SUDDEN DEATH,3,1624,3
75225,SUDDEN DEATH,2,1624,7
75225,SUDDEN DEATH,1,1624,4
75225,ROBBERY,3,1624,8
75225,ROBBERY,2,1624,2
75225,ROBBERY,1,1624,1
75225,OTHER OFFENSES,3,1624,8
75225,OTHER OFFENSES,2,1624,9
75225,OTHER OFFENSES,1,1624,3
75225,MOTOR VEHICLE ACCIDENT,U,1624,2
75225,MOTOR VEHICLE ACCIDENT,3,1624,43
75225,MOTOR VEHICLE ACCIDENT,2,1624,57
75225,MOTOR VEHICLE ACCIDENT,1,1624,15
75225,LOST PROPERTY,U,1624,5
75225,LOST PROPERTY,3,1624,8
75225,LOST PROPERTY,2,1624,2
75225,HOME ACCIDENT,3,1624,2
75225,HOME ACCIDENT,1,1624,2
75225,FRAUD,U,1624,6
75225,FRAUD,3,1624,10
75225,FRAUD,2,1624,9
75225,FRAUD,1,1624,4
75225,FOUND PROPERTY,U,1624,3
75225,FOUND PROPERTY,3,1624,18
75225,FOUND PROPERTY,2,1624,13
75225,FOUND PROPERTY,1,1624,9
75225,FORGERY & COUNTERFEIT,U,1624,2
75225,FORGERY & COUNTERFEIT,3,1624,4
75225,FORGERY & COUNTERFEIT,2,1624,6
75225,FORGERY & COUNTERFEIT,1,1624,1
75225,EMBEZZLEMENT,U,1624,29
75225,EMBEZZLEMENT,3,1624,9
75225,EMBEZZLEMENT,2,1624,3
75225,EMBEZZLEMENT,1,1624,2
75225,DWI,3,1624,2
75225,DWI,2,1624,3
75225,DISORDERLY CONDUCT,U,1624,1
75225,DISORDERLY CONDUCT,3,1624,2
75225,DISORDERLY CONDUCT,2,1624,3
75225,CRIMINAL MISCHIEF/VANDALISM,U,1624,6
75225,CRIMINAL MISCHIEF/VANDALISM,3,1624,23
75225,CRIMINAL MISCHIEF/VANDALISM,2,1624,28
75225,CRIMINAL MISCHIEF/VANDALISM,1,1624,11
75225,BURGLARY,U,1624,15
75225,TRAFFIC FATALITY,3,1624,1
75225,BURGLARY,3,1624,6
75225,BURGLARY,2,1624,9
75206,AGGRAVATED ASSAULT,2,1554,2
75206,AGGRAVATED ASSAULT,1,1554,4
75206,ACCIDENTAL INJURY,3,1554,19
75206,ACCIDENTAL INJURY,2,1554,13
75206,ACCIDENTAL INJURY,1,1554,16
75206,WEAPONS,1,1554,1
75206,TRAFFIC FATALITY,3,1554,1
75206,THEFT,U,1554,198
75206,THEFT,3,1554,310
75206,THEFT,2,1554,308
75206,THEFT,1,1554,528
75206,SUDDEN DEATH,U,1554,5
75206,SUDDEN DEATH,3,1554,6
75206,SUDDEN DEATH,2,1554,7
75206,ASSAULT,3,1554,38
75206,AUTO THEFT - UUMV,1,1554,117
75206,AUTO THEFT - UUMV,2,1554,49
75206,AUTO THEFT - UUMV,3,1554,28
75206,AUTO THEFT - UUMV,U,1554,31
75206,BURGLARY,1,1554,141
75206,BURGLARY,2,1554,96
75206,BURGLARY,3,1554,29
75206,BURGLARY,U,1554,63
75206,CHILD (OFFENSES AGAINST),3,1554,2
75206,CHILD (OFFENSES AGAINST),U,1554,1
75206,CRIMINAL MISCHIEF/VANDALISM,1,1554,122
75206,CRIMINAL MISCHIEF/VANDALISM,2,1554,75
75206,CRIMINAL MISCHIEF/VANDALISM,3,1554,94
75206,CRIMINAL MISCHIEF/VANDALISM,U,1554,47
75206,DISORDERLY CONDUCT,1,1554,6
75206,DISORDERLY CONDUCT,2,1554,11
75206,DISORDERLY CONDUCT,3,1554,8
75206,DISORDERLY CONDUCT,U,1554,9
75206,DWI,1,1554,9
75206,DWI,2,1554,2
75206,DWI,3,1554,18
75206,EMBEZZLEMENT,1,1554,6
75206,EMBEZZLEMENT,2,1554,5
75206,EMBEZZLEMENT,3,1554,3
75206,EMBEZZLEMENT,U,1554,6
75206,FIREARMS ACCIDENT,2,1554,1
75206,FORGERY & COUNTERFEIT,1,1554,8
75206,FORGERY & COUNTERFEIT,2,1554,16
75206,FORGERY & COUNTERFEIT,3,1554,10
75206,FORGERY & COUNTERFEIT,U,1554,2
75206,FOUND PROPERTY,1,1554,57
75206,FOUND PROPERTY,2,1554,78
75206,FOUND PROPERTY,3,1554,51
75206,FOUND PROPERTY,U,1554,45
75206,FRAUD,1,1554,20
75206,FRAUD,2,1554,9
75206,FRAUD,3,1554,11
75206,FRAUD,U,1554,6
75206,HOME ACCIDENT,1,1554,3
75206,HOME ACCIDENT,2,1554,4
75206,HOME ACCIDENT,3,1554,9
75206,INTOXICATION MANSLAUGHTER,1,1554,1
75206,LOST PROPERTY,1,1554,9
75206,OTHER OFFENSES,2,1554,31
75206,OTHER OFFENSES,1,1554,17
75206,OCCUPATIONAL ACCIDENT,3,1554,1
75206,NARCOTICS/DRUGS,U,1554,1
75206,NARCOTICS/DRUGS,3,1554,5
75206,NARCOTICS/DRUGS,1,1554,3
75206,MOTOR VEHICLE ACCIDENT,U,1554,10
75206,MOTOR VEHICLE ACCIDENT,3,1554,202
75206,MOTOR VEHICLE ACCIDENT,2,1554,127
75206,MOTOR VEHICLE ACCIDENT,1,1554,66
75206,LOST PROPERTY,U,1554,13
75206,LOST PROPERTY,3,1554,20
75206,LOST PROPERTY,2,1554,11
75206,OTHER OFFENSES,3,1554,27
75206,ROBBERY,1,1554,25
75206,ROBBERY,2,1554,25
75206,SUDDEN DEATH,1,1554,10
75206,ROBBERY,3,1554,46
75206,ASSAULT,2,1554,27
75206,ASSAULT,1,1554,11
75206,ARSON,1,1554,2
75206,ANIMAL BITE,3,1554,3
75206,ANIMAL BITE,2,1554,2
75206,ROBBERY,U,1554,1
75206,AGGRAVATED ASSAULT,3,1554,11
75243,MOTOR VEHICLE ACCIDENT,2,1540,278
75243,MOTOR VEHICLE ACCIDENT,3,1540,343
75243,MOTOR VEHICLE ACCIDENT,U,1540,6
75243,MURDER,1,1540,4
75243,MURDER,2,1540,3
75243,MURDER,3,1540,3
75243,NARCOTICS/DRUGS,1,1540,3
75243,NARCOTICS/DRUGS,2,1540,17
75243,NARCOTICS/DRUGS,3,1540,24
75243,NARCOTICS/DRUGS,U,1540,1
75243,OCCUPATIONAL ACCIDENT,2,1540,3
75243,OCCUPATIONAL ACCIDENT,3,1540,1
75243,OTHER OFFENSES,1,1540,33
75243,OTHER OFFENSES,2,1540,72
75243,OTHER OFFENSES,3,1540,79
75243,OTHER OFFENSES,U,1540,3
75243,ASSAULT,2,1540,98
75243,ASSAULT,1,1540,47
75243,ARSON,3,1540,6
75243,ARSON,2,1540,2
75243,ARSON,1,1540,2
75243,ANIMAL BITE,3,1540,5
75243,ANIMAL BITE,2,1540,1
75243,ANIMAL BITE,1,1540,2
75243,AGGRAVATED ASSAULT,3,1540,51
75243,AGGRAVATED ASSAULT,2,1540,16
75243,AGGRAVATED ASSAULT,1,1540,20
75243,ACCIDENTAL INJURY,U,1540,1
75243,ACCIDENTAL INJURY,3,1540,43
75243,SUDDEN DEATH,U,1540,9
75243,SUDDEN DEATH,3,1540,14
75243,SUDDEN DEATH,2,1540,17
75243,WEAPONS,3,1540,3
75243,ACCIDENTAL INJURY,2,1540,23
75243,EMBEZZLEMENT,3,1540,6
75243,EMBEZZLEMENT,U,1540,20
75243,FIREARMS ACCIDENT,2,1540,1
75243,FIREARMS ACCIDENT,3,1540,5
75243,FORGERY & COUNTERFEIT,1,1540,10
75243,FORGERY & COUNTERFEIT,2,1540,28
75243,FORGERY & COUNTERFEIT,3,1540,27
75243,FORGERY & COUNTERFEIT,U,1540,8
75243,FOUND PROPERTY,1,1540,130
75243,FOUND PROPERTY,2,1540,194
75243,FOUND PROPERTY,3,1540,173
75243,ROBBERY,1,1540,111
75243,ROBBERY,2,1540,35
75243,ROBBERY,3,1540,137
75243,SUDDEN DEATH,1,1540,22
75243,THEFT,1,1540,560
75243,THEFT,2,1540,425
75243,THEFT,3,1540,418
75243,TRAFFIC FATALITY,U,1540,1
75243,WEAPONS,1,1540,2
75243,TRAFFIC FATALITY,3,1540,3
75243,THEFT,U,1540,194
75243,TRAFFIC FATALITY,1,1540,3
75243,TRAFFIC FATALITY,2,1540,1
75243,FIREARMS ACCIDENT,1,1540,1
75243,EMBEZZLEMENT,2,1540,10
75243,EMBEZZLEMENT,1,1540,7
75243,DWI,3,1540,13
75243,DWI,2,1540,1
75243,DWI,1,1540,7
75243,DISORDERLY CONDUCT,U,1540,19
75243,DISORDERLY CONDUCT,3,1540,29
75243,DISORDERLY CONDUCT,2,1540,27
75243,DISORDERLY CONDUCT,1,1540,17
75243,CRIMINAL MISCHIEF/VANDALISM,U,1540,121
75243,CRIMINAL MISCHIEF/VANDALISM,3,1540,300
75243,CRIMINAL MISCHIEF/VANDALISM,2,1540,289
75243,CRIMINAL MISCHIEF/VANDALISM,1,1540,366
75243,CHILD (OFFENSES AGAINST),U,1540,1
75243,CHILD (OFFENSES AGAINST),3,1540,5
75243,CHILD (OFFENSES AGAINST),2,1540,6
75243,CHILD (OFFENSES AGAINST),1,1540,3
75243,BURGLARY,U,1540,142
75243,BURGLARY,3,1540,127
75243,BURGLARY,2,1540,410
75243,WEAPONS,2,1540,3
75243,BURGLARY,1,1540,216
75243,AUTO THEFT - UUMV,U,1540,77
75243,ACCIDENTAL INJURY,1,1540,17
75243,AUTO THEFT - UUMV,3,1540,58
75243,AUTO THEFT - UUMV,2,1540,78
75243,AUTO THEFT - UUMV,1,1540,221
75243,ASSAULT,U,1540,2
75243,ASSAULT,3,1540,129
75243,FOUND PROPERTY,U,1540,24
75243,FRAUD,1,1540,29
75243,FRAUD,2,1540,26
75243,FRAUD,3,1540,32
75243,FRAUD,U,1540,24
75243,HOME ACCIDENT,1,1540,11
75243,HOME ACCIDENT,2,1540,12
75243,HOME ACCIDENT,3,1540,19
75243,LIQUOR,3,1540,4
75243,LOST PROPERTY,1,1540,7
75243,LOST PROPERTY,2,1540,19
75243,LOST PROPERTY,3,1540,19
75243,LOST PROPERTY,U,1540,18
75243,MOTOR VEHICLE ACCIDENT,1,1540,110
75231,BURGLARY,U,1494,76
75231,BURGLARY,3,1494,103
75231,BURGLARY,2,1494,290
75231,BURGLARY,1,1494,146
75231,AUTO THEFT - UUMV,U,1494,34
75231,AUTO THEFT - UUMV,3,1494,59
75231,AUTO THEFT - UUMV,2,1494,51
75231,AUTO THEFT - UUMV,1,1494,123
75231,ASSAULT,U,1494,2
75231,ASSAULT,3,1494,79
75231,ASSAULT,2,1494,67
75231,ASSAULT,1,1494,26
75231,ARSON,2,1494,3
75231,ANIMAL BITE,3,1494,2
75231,ANIMAL BITE,2,1494,2
75231,AGGRAVATED ASSAULT,3,1494,28
75231,AGGRAVATED ASSAULT,2,1494,16
75231,AGGRAVATED ASSAULT,1,1494,12
75231,ACCIDENTAL INJURY,3,1494,28
75231,ACCIDENTAL INJURY,2,1494,12
75231,ACCIDENTAL INJURY,1,1494,22
75231,WEAPONS,3,1494,4
75231,TRAFFIC FATALITY,3,1494,2
75231,TRAFFIC FATALITY,2,1494,1
75231,THEFT,U,1494,130
75231,THEFT,3,1494,366
75231,THEFT,2,1494,416
75231,THEFT,1,1494,340
75231,SUDDEN DEATH,U,1494,13
75231,SUDDEN DEATH,3,1494,4
75231,SUDDEN DEATH,2,1494,14
75231,SUDDEN DEATH,1,1494,11
75231,ROBBERY,U,1494,2
75231,ROBBERY,3,1494,116
75231,ROBBERY,2,1494,44
75231,ROBBERY,1,1494,55
75231,OTHER OFFENSES,3,1494,52
75231,OTHER OFFENSES,2,1494,42
75231,OTHER OFFENSES,1,1494,18
75231,OCCUPATIONAL ACCIDENT,3,1494,3
75231,OCCUPATIONAL ACCIDENT,2,1494,1
75231,NARCOTICS/DRUGS,U,1494,1
75231,NARCOTICS/DRUGS,3,1494,12
75231,NARCOTICS/DRUGS,2,1494,7
75231,NARCOTICS/DRUGS,1,1494,6
75231,MURDER,3,1494,2
75231,MURDER,1,1494,2
75231,MOTOR VEHICLE ACCIDENT,U,1494,7
75231,MOTOR VEHICLE ACCIDENT,3,1494,147
75231,MOTOR VEHICLE ACCIDENT,2,1494,150
75231,MOTOR VEHICLE ACCIDENT,1,1494,42
75231,LOST PROPERTY,U,1494,5
75231,LOST PROPERTY,3,1494,16
75231,LOST PROPERTY,2,1494,11
75231,LOST PROPERTY,1,1494,7
75231,HOME ACCIDENT,3,1494,10
75231,HOME ACCIDENT,2,1494,4
75231,HOME ACCIDENT,1,1494,13
75231,FRAUD,U,1494,15
75231,FRAUD,3,1494,16
75231,FRAUD,2,1494,11
75231,FRAUD,1,1494,14
75231,FOUND PROPERTY,U,1494,6
75231,FOUND PROPERTY,3,1494,69
75231,FOUND PROPERTY,2,1494,85
75231,FOUND PROPERTY,1,1494,56
75231,FORGERY & COUNTERFEIT,U,1494,8
75231,FORGERY & COUNTERFEIT,3,1494,18
75231,FORGERY & COUNTERFEIT,2,1494,20
75231,FORGERY & COUNTERFEIT,1,1494,6
75231,FIREARMS ACCIDENT,3,1494,2
75231,FIREARMS ACCIDENT,2,1494,1
75231,FIREARMS ACCIDENT,1,1494,1
75231,EMBEZZLEMENT,U,1494,24
75231,EMBEZZLEMENT,3,1494,5
75231,EMBEZZLEMENT,2,1494,10
75231,EMBEZZLEMENT,1,1494,3
75231,DWI,3,1494,9
75231,DWI,2,1494,2
75231,DWI,1,1494,6
75231,DISORDERLY CONDUCT,U,1494,5
75231,DISORDERLY CONDUCT,3,1494,9
75231,DISORDERLY CONDUCT,2,1494,15
75231,DISORDERLY CONDUCT,1,1494,8
75231,CRIMINAL MISCHIEF/VANDALISM,U,1494,81
75231,CRIMINAL MISCHIEF/VANDALISM,3,1494,226
75231,CRIMINAL MISCHIEF/VANDALISM,2,1494,186
75231,CRIMINAL MISCHIEF/VANDALISM,1,1494,213
75231,CHILD (OFFENSES AGAINST),3,1494,3
75231,CHILD (OFFENSES AGAINST),2,1494,2
75231,CHILD (OFFENSES AGAINST),1,1494,1
75234,AUTO THEFT - UUMV,U,1484,4
75234,AUTO THEFT - UUMV,3,1484,8
75234,AUTO THEFT - UUMV,2,1484,8
75234,AUTO THEFT - UUMV,1,1484,10
75234,ASSAULT,3,1484,3
75234,ASSAULT,2,1484,4
75234,ASSAULT,1,1484,3
75234,ARSON,2,1484,1
75234,ANIMAL BITE,2,1484,1
75234,AGGRAVATED ASSAULT,3,1484,2
75234,AGGRAVATED ASSAULT,2,1484,1
75234,ACCIDENTAL INJURY,3,1484,1
75234,ACCIDENTAL INJURY,2,1484,3
75234,ACCIDENTAL INJURY,1,1484,2
75234,CRIMINAL MISCHIEF/VANDALISM,1,1484,17
75234,CRIMINAL MISCHIEF/VANDALISM,2,1484,10
75234,CRIMINAL MISCHIEF/VANDALISM,3,1484,4
75234,DISORDERLY CONDUCT,1,1484,1
75234,DISORDERLY CONDUCT,U,1484,1
75234,DWI,3,1484,1
75234,EMBEZZLEMENT,1,1484,1
75234,EMBEZZLEMENT,2,1484,1
75234,FORGERY & COUNTERFEIT,1,1484,1
75234,FORGERY & COUNTERFEIT,2,1484,3
75234,FORGERY & COUNTERFEIT,3,1484,1
